population_density,avg_income,internet_penetration,avg_rent,air_quality_index,public_transport_score,happiness_score,green_space_ratio,city_name_Bay,city_name_Bayford,city_name_Bayport,city_name_Bayshire,city_name_Bayville,city_name_Beach,city_name_Beachdale,city_name_Beachford,city_name_Beachhaven,city_name_Beachland,city_name_Beachport,city_name_Beachshire,city_name_Beachville,city_name_Bridge,city_name_Bridgeborough,city_name_Bridgeburg,city_name_Bridgedale,city_name_Bridgeford,city_name_Bridgehaven,city_name_Bridgeport,city_name_Bridgeville,city_name_City,city_name_Cityborough,city_name_Citydale,city_name_Cityhaven,city_name_Cityport,city_name_Cityshire,city_name_Cityton,city_name_Cityville,city_name_East Bridge,city_name_East City,city_name_East Falls,city_name_East Park,city_name_East River,city_name_East Town,city_name_East Valley,city_name_East Wood,city_name_Falls,city_name_Fallsborough,city_name_Fallsburg,city_name_Fallsdale,city_name_Fallsford,city_name_Fallshaven,city_name_Fallsland,city_name_Fallston,city_name_Fallsville,city_name_Field,city_name_Fieldburg,city_name_Fielddale,city_name_Fieldhaven,city_name_Fieldland,city_name_Fieldshire,city_name_Fieldton,city_name_Fieldville,city_name_Forest,city_name_Forestborough,city_name_Forestburg,city_name_Forestdale,city_name_Forestland,city_name_Forestport,city_name_Forestshire,city_name_Forestton,city_name_Forestville,city_name_Garden,city_name_Gardenborough,city_name_Gardenburg,city_name_Gardendale,city_name_Gardenford,city_name_Gardenland,city_name_Gardenport,city_name_Gardenshire,city_name_Gardenton,city_name_Gardenville,city_name_Harbor,city_name_Harborborough,city_name_Harborford,city_name_Harborport,city_name_Harborshire,city_name_Harborton,city_name_Harborville,city_name_Hill,city_name_Hillborough,city_name_Hillburg,city_name_Hilldale,city_name_Hillford,city_name_Hillhaven,city_name_Hillport,city_name_Hillshire,city_name_Lake Bay,city_name_Lake Falls,city_name_Lake Garden,city_name_Lake Hill,city_name_Lake Park,city_name_Lake Ridge,city_name_Lake River,city_name_Lake Springs,city_name_Lake Town,city_name_Lake Valley,city_name_Lake Vista,city_name_Lake Wood,city_name_Mount Beach,city_name_Mount City,city_name_Mount Falls,city_name_Mount Field,city_name_Mount Hill,city_name_Mount Point,city_name_Mount Ridge,city_name_Mount River,city_name_Mount Springs,city_name_Mount Stone,city_name_Mount Town,city_name_Mount Valley,city_name_Mount Wood,city_name_New Bay,city_name_New Beach,city_name_New Falls,city_name_New Field,city_name_New Forest,city_name_New Hill,city_name_New Park,city_name_New Ridge,city_name_New River,city_name_New Springs,city_name_New Town,city_name_New Valley,city_name_New Vista,city_name_New Wood,city_name_North Bridge,city_name_North City,city_name_North Falls,city_name_North Field,city_name_North Harbor,city_name_North Park,city_name_North Point,city_name_North Ridge,city_name_North River,city_name_North Springs,city_name_North Town,city_name_North Valley,city_name_North Wood,city_name_Old Bay,city_name_Old Beach,city_name_Old Field,city_name_Old Forest,city_name_Old Garden,city_name_Old Harbor,city_name_Old Point,city_name_Old Ridge,city_name_Old River,city_name_Old Springs,city_name_Old Town,city_name_Old Valley,city_name_Old Vista,city_name_Old Wood,city_name_Park,city_name_Parkburg,city_name_Parkdale,city_name_Parkford,city_name_Parkhaven,city_name_Parkland,city_name_Parkshire,city_name_Parkton,city_name_Parkville,city_name_Point,city_name_Pointborough,city_name_Pointdale,city_name_Pointford,city_name_Pointhaven,city_name_Pointland,city_name_Pointport,city_name_Pointshire,city_name_Pointton,city_name_Pointville,city_name_Port Bay,city_name_Port Beach,city_name_Port Bridge,city_name_Port Falls,city_name_Port Field,city_name_Port Forest,city_name_Port Garden,city_name_Port Harbor,city_name_Port Park,city_name_Port Springs,city_name_Port Stone,city_name_Port Town,city_name_Port Valley,city_name_Port Wood,city_name_Ridge,city_name_Ridgeborough,city_name_Ridgedale,city_name_Ridgeford,city_name_Ridgehaven,city_name_Ridgeland,city_name_Ridgeport,city_name_Ridgeshire,city_name_River,city_name_Riverborough,city_name_Riverburg,city_name_Riverdale,city_name_Riverford,city_name_Riverport,city_name_Rivershire,city_name_Riverton,city_name_Saint City,city_name_Saint Falls,city_name_Saint Field,city_name_Saint Forest,city_name_Saint Point,city_name_Saint Ridge,city_name_Saint Stone,city_name_Saint Town,city_name_San Bay,city_name_San Bridge,city_name_San Falls,city_name_San Field,city_name_San Forest,city_name_San Harbor,city_name_San Hill,city_name_San Park,city_name_San Point,city_name_San Ridge,city_name_San River,city_name_San Springs,city_name_San Stone,city_name_San Town,city_name_San Vista,city_name_San Wood,city_name_South Bay,city_name_South Bridge,city_name_South Forest,city_name_South Garden,city_name_South Park,city_name_South Point,city_name_South River,city_name_South Stone,city_name_South Vista,city_name_Springs,city_name_Springsborough,city_name_Springsburg,city_name_Springsdale,city_name_Springsford,city_name_Springshaven,city_name_Springsshire,city_name_Springston,city_name_Springsville,city_name_Stone,city_name_Stoneborough,city_name_Stoneburg,city_name_Stonedale,city_name_Stoneford,city_name_Stonehaven,city_name_Stoneland,city_name_Stoneport,city_name_Stoneshire,city_name_Stoneton,city_name_Town,city_name_Townburg,city_name_Townland,city_name_Townshire,city_name_Townton,city_name_Townville,city_name_Valley,city_name_Valleyborough,city_name_Valleyburg,city_name_Valleydale,city_name_Valleyford,city_name_Valleyhaven,city_name_Valleyland,city_name_Valleyport,city_name_Valleyshire,city_name_Valleyton,city_name_Valleyville,city_name_Vista,city_name_Vistaburg,city_name_Vistadale,city_name_Vistahaven,city_name_Vistaland,city_name_Vistashire,city_name_Vistaton,city_name_Vistaville,city_name_West Bay,city_name_West City,city_name_West Falls,city_name_West Garden,city_name_West Harbor,city_name_West Park,city_name_West Ridge,city_name_West Springs,city_name_West Stone,city_name_West Wood,city_name_Wood,city_name_Woodborough,city_name_Woodburg,city_name_Wooddale,city_name_Woodhaven,city_name_Woodland,city_name_Woodport,city_name_Woodshire,city_name_Woodton,city_name_Woodville,country_Africa,country_Asia,country_Europe,country_North America,country_Oceania,country_South America
0.18671040692398969,0.6431297709923663,0.7939393939393942,0.504424778761062,0.16935483870967738,0.4625,0.9999999999999999,0.3892857142857143,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.2625113422209814,0.6145038167938931,0.6681818181818182,0.5132743362831859,0.16129032258064513,0.5975,0.9333333333333332,0.5553571428571429,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.17184337265303273,0.7309160305343511,0.6984848484848485,0.5132743362831859,0.13709677419354838,0.7275,0.9999999999999999,0.6821428571428572,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.2158162909192434,0.666030534351145,0.7151515151515153,0.5796460176991151,0.3064516129032258,0.4275000000000001,0.9999999999999999,0.7428571428571429,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.23703496893976408,0.732824427480916,1.0,0.5929203539823009,0.3387096774193548,0.9837500000000001,0.9999999999999999,0.7232142857142857,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.09380889230124939,0.7938931297709924,0.6742424242424243,0.6415929203539823,0.10483870967741932,0.4575,0.9833333333333333,0.3267857142857143,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.07908145459621693,0.5667938931297709,0.7606060606060607,0.40265486725663713,0.2661290322580645,0.40625,0.9999999999999999,0.8571428571428571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.0583513645564319,0.5973282442748091,0.581818181818182,0.5973451327433628,0.20161290322580644,0.55625,0.9,0.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.19808752704683466,0.9045801526717556,1.0,0.7876106194690266,0.25,0.5625,0.9999999999999999,0.5857142857142856,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.23822153975012217,0.5438931297709924,0.8287878787878789,0.38495575221238937,0.43548387096774194,0.5637500000000001,0.8666666666666666,0.5303571428571429,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
